id,zh_title,ru_title,current_def_starts_with,current_def_ru_term,category,has_ru_def,issue
1107,嬉游曲,дивертисмент,,,歌剧术语,True,no_exact_match
1108,坎佐纳,канцона,,,歌剧术语,True,no_exact_match
1113,咏叙调,ариозо,抒情调,ариозо/arioso,歌剧术语,True,no_exact_match
1123,合唱,хор,合唱是由多人共同演唱的声乐表演形式,,合唱重奏与乐团,True,no_exact_match
1132,无伴奏合唱,a cappella,,,合唱重奏与乐团,True,no_exact_match
1133,九重奏,нонет,,,合唱重奏与乐团,True,no_exact_match
1134,八重奏,октет,,,合唱重奏与乐团,True,no_exact_match
1135,弦乐三重奏,струнное трио,弦乐三重奏。камерный ансамбль,,合唱重奏与乐团,True,no_exact_match
1137,弦乐五重奏,струнный квинтет,,,合唱重奏与乐团,True,no_exact_match
1138,齐奏,унисон,,,合唱重奏与乐团,True,no_exact_match
1139,钢琴合奏,фортепианный ансамбль,钢琴合奏。ансамбль пианистов,напр. фортепианный дуэт,合唱重奏与乐团,True,no_exact_match
1140,钢琴四手联弹,фортепианный дуэт,钢琴四手联弹。ансамбль из 2-х пианистов,,合唱重奏与乐团,True,no_exact_match
1141,钢琴四重奏,фортепианный квартет,钢琴四重奏。ансамбль из 4-х исполнителей,,合唱重奏与乐团,True,no_exact_match
1142,钢琴五重奏,фортепианный квинтет,钢琴五重奏。ансамбль из 5-ти исполнителей,,合唱重奏与乐团,True,no_exact_match
1143,双合唱团,двойной хор,双合唱团。хор,,合唱重奏与乐团,True,no_exact_match
1144,合奏部,рипиено,合奏部。масса оркестра,,合唱重奏与乐团,True,no_exact_match
1147,指挥,дирижёр,指挥是管弦乐队或合唱团的领导者,,合唱重奏与乐团,True,no_exact_match
1165,中提琴演奏者,альтист,中提琴演奏家,альтист/violist,合唱重奏与乐团,True,no_exact_match
1174,音乐学家,музыковед,音乐学家。музыкант,,合唱重奏与乐团,True,no_exact_match
1177,艺术家,артист,艺术家。музыкант-исполнитель,певец,合唱重奏与乐团,True,no_exact_match
1178,阿舒格（高加索游吟诗人）,ашуг,阿舒格,高加索游吟诗人,合唱重奏与乐团,True,no_exact_match
1179,音乐家,музыкант,音乐家。человек,,合唱重奏与乐团,True,no_exact_match
1180,共和国人民艺术家,народный артист республики,共和国人民艺术家。почётное звание,,合唱重奏与乐团,True,no_exact_match
1181,苏联人民艺术家,народный артист ссср,苏联人民艺术家。высшее почётное звание,,合唱重奏与乐团,True,no_exact_match
1182,游吟诗人,трубадур,,,合唱重奏与乐团,True,no_exact_match
1183,行吟诗人,трувер,,,合唱重奏与乐团,True,no_exact_match
1184,音乐神童,вундеркинд,音乐神童。ребёнок,,合唱重奏与乐团,True,no_exact_match
1185,初次登台（首秀）,дебют,初次登台,首秀,合唱重奏与乐团,True,no_exact_match
1186,业余爱好者,дилетант,业余爱好者。человек,,合唱重奏与乐团,True,no_exact_match
1187,获奖者,дипломант,获奖者。звание,,合唱重奏与乐团,True,no_exact_match
1188,指挥艺术,дирижирование,指挥艺术。искусство управления музыкальным коллективом,оркестром,合唱重奏与乐团,True,no_exact_match
1189,容格勒尔,жонглёр,,,合唱重奏与乐团,True,no_exact_match
1192,演奏者,исполнитель,演奏者。музыкант,инструменталист,合唱重奏与乐团,True,no_exact_match
1193,科布扎尔（民间歌手）,кобзарь,科布扎尔,民间歌手,合唱重奏与乐团,True,no_exact_match
1194,获奖者,лауреат,获奖者。почётное звание,,合唱重奏与乐团,True,no_exact_match
1196,名歌手,мейстерзингер,,,合唱重奏与乐团,True,no_exact_match
1197,音乐迷,меломан,音乐迷。страстный любитель музыки,,合唱重奏与乐团,True,no_exact_match
1198,行吟诗人,менестрель,行吟诗人。средневековый музыкант и поэт,,合唱重奏与乐团,True,no_exact_match
1199,恋诗歌手,миннезингер,恋诗歌手。средневековый немецкий поэт,,合唱重奏与乐团,True,no_exact_match
1200,独奏者,солист,,,合唱重奏与乐团,True,no_exact_match
1222,保留曲目,репертуар,曲目,репертуар/reertoire,合唱重奏与乐团,True,no_exact_match
1225,满座告示,аншлаг,满座告示。объявление,,合唱重奏与乐团,True,no_exact_match
1226,管弦乐队,оркестр,,,合唱重奏与乐团,True,no_exact_match
1228,圆号,роговой оркестр,圆号。оркестр,,合唱重奏与乐团,True,no_exact_match
1229,谱架,пюльпитр,谱架。подставка для нот,,合唱重奏与乐团,True,no_exact_match
1231,伴奏钢琴师,тапер,钢琴伴奏师,тапер/taper,合唱重奏与乐团,True,no_exact_match
1232,莫斯科爱乐学术交响乐团,академический симфонический оркестр московской филармонии,,,合唱重奏与乐团,True,no_exact_match
1233,苏联大剧院小提琴合奏团,ансамбль скрипачей большого театра ссср,苏联大剧院小提琴合奏团。коллектив,,合唱重奏与乐团,True,no_exact_match
1234,补充铜管乐队,банда,,,合唱重奏与乐团,True,no_exact_match
1235,柏林交响乐团（东德）,берлинский симфонический оркестр (гдр),柏林交响乐团,东德,合唱重奏与乐团,True,no_exact_match
1236,中央电视广播大交响乐团,большой симфонический оркестр центрального телевидения и всесоюзного радио,,,合唱重奏与乐团,True,no_exact_match
1237,鲍罗丁四重奏团,бородинский квартет,,,合唱重奏与乐团,True,no_exact_match
1238,匈牙利歌剧院,венгерский оперный театр,匈牙利歌剧院。ведущий оперный театр Венгрии,,合唱重奏与乐团,True,no_exact_match
1239,维也纳爱乐乐团,венский филармонический оркестр,,,合唱重奏与乐团,True,no_exact_match
1240,音乐会,концертный зал,音乐会。специальное помещение,,合唱重奏与乐团,True,no_exact_match
1241,费城交响乐团,филадельфийский симфонический оркестр,,,合唱重奏与乐团,True,no_exact_match
1242,轻音乐团,эстрадный оркестр,,,合唱重奏与乐团,True,no_exact_match
1243,匈牙利交响乐团,венгерсий симфонический оркестр,,,合唱重奏与乐团,True,no_exact_match
1244,维也纳国家歌剧院,венская государственная опера,,,合唱重奏与乐团,True,no_exact_match
1245,布商大厦,гевандхауз,,,合唱重奏与乐团,True,no_exact_match
1246,苏联国立俄罗斯学院合唱团,государственный академический русский хор ссср,,,合唱重奏与乐团,True,no_exact_match
1247,苏联国家学术交响乐团,государственный академический симфонический оркестр ссср,,,合唱重奏与乐团,True,no_exact_match
1248,乌克兰国家学术交响乐团,государственный академический симфонический оркестр усср,,,合唱重奏与乐团,True,no_exact_match
1249,德累斯顿交响乐团（东德）,дрезденский симфонический оркестр (гдр),德累斯顿交响乐团,东德,合唱重奏与乐团,True,no_exact_match
1250,皇家爱乐乐团,королевский филармонический оркестр,,,合唱重奏与乐团,True,no_exact_match
1251,莱比锡布商大厦交响乐团（东德）,лейпцигский симфонический оркестр гевандхауза (гдр),莱比锡布商大厦交响乐团,东德,合唱重奏与乐团,True,no_exact_match
1252,莫斯科国立爱乐协会,московская государственная филармония,,,合唱重奏与乐团,True,no_exact_match
1253,莫斯科私立俄罗斯歌剧院,московская частная русская опера,莫斯科私立俄罗斯歌剧院。оперный театр,,合唱重奏与乐团,True,no_exact_match
1254,莫斯科室内乐团,московский камерный оркестр,,,合唱重奏与乐团,True,no_exact_match
1255,法国国家广播交响乐团,национальный оркестр французского радио и телевидения,,,合唱重奏与乐团,True,no_exact_match
1256,纽约爱乐乐团,нью-йоркский филармонический оркестр,,,合唱重奏与乐团,True,no_exact_match
1259,巴赫,Бах,约翰·塞巴斯蒂安·巴赫,johann sebastian bach,作曲家与音乐人物,False,no_exact_match
1260,亨德尔,Гендель,格奥尔格·弗里德里希·亨德尔,georg friedrich händel,作曲家与音乐人物,False,no_exact_match
1261,莫扎特,Моцарт,沃尔夫冈·阿马德乌斯·莫扎特,wolfgang amadeus mozart,作曲家与音乐人物,False,no_exact_match
1262,海顿,Гайдн,弗朗茨·约瑟夫·海顿,franz joseph haydn,作曲家与音乐人物,False,no_exact_match
1263,贝多芬,Бетховен,路德维希·范·贝多芬,ludwig van beethoven,作曲家与音乐人物,False,no_exact_match
1264,车尔尼,Черни,卡尔·车尔尼,carl czerny,作曲家与音乐人物,False,no_exact_match
1265,舒伯特,Шуберт,弗朗茨·舒伯特,franz schubert,作曲家与音乐人物,False,no_exact_match
1266,舒曼,Шуман,罗伯特·舒曼,robert schumann,作曲家与音乐人物,False,no_exact_match
1267,门德尔松,Мендельсон,费利克斯·门德尔松,felix mendelssohn,作曲家与音乐人物,True,no_exact_match
1268,肖邦,Шопен,弗雷德里克·肖邦,fryderyk chopin,作曲家与音乐人物,False,no_exact_match
1269,李斯特,Лист,弗朗茨·李斯特,franz liszt,作曲家与音乐人物,False,no_exact_match
1270,勃拉姆斯,Брамс,约翰内斯·勃拉姆斯,johannes brahms,作曲家与音乐人物,False,no_exact_match
1271,罗西尼,Россини,焦阿基诺·罗西尼,gioachino rossini,作曲家与音乐人物,False,no_exact_match
1272,普契尼,Пуччини,贾科莫·普契尼,giacomo puccini,作曲家与音乐人物,False,no_exact_match
1273,瓦格纳,Вагнер,理查德·瓦格纳,richard wagner,作曲家与音乐人物,False,no_exact_match
1274,威尔第,Верди,朱塞佩·威尔第,giuseppe verdi,作曲家与音乐人物,False,no_exact_match
1275,马勒,Малер,古斯塔夫·马勒,gustav mahler,作曲家与音乐人物,False,no_exact_match
1276,格里格,Григ,爱德华·格里格,edvard grieg,作曲家与音乐人物,False,no_exact_match
1277,柴可夫斯基,Чайковский,彼得·伊里奇·柴可夫斯基,pyotr tchaikovsky,作曲家与音乐人物,False,no_exact_match
1278,巴拉基列夫,Балакирев,米利·巴拉基列夫,mily balakirev,作曲家与音乐人物,False,no_exact_match
1279,穆索尔斯基,Мусоргский,莫杰斯特·穆索尔斯基,modest mussorgsky,作曲家与音乐人物,False,no_exact_match
1280,拉赫玛尼诺夫,Рахманинов,谢尔盖·拉赫玛尼诺夫,sergei rachmaninoff,作曲家与音乐人物,False,no_exact_match
1281,普罗科菲耶夫,Прокофьев,谢尔盖·普罗科菲耶夫,sergei prokofiev,作曲家与音乐人物,False,no_exact_match
1282,斯克里亚宾,Скрябин,亚历山大·斯克里亚宾,alexander scriabin,作曲家与音乐人物,False,no_exact_match
1283,辛德米特,Хиндемит,保罗·欣德米特,paul hindemith,作曲家与音乐人物,False,no_exact_match
1284,勋伯格,Шёнберг,阿诺尔德·勋伯格,arnold schoenberg,作曲家与音乐人物,False,no_exact_match
1286,瓜尔内里,гварнери,瓜尔内里家族，意大利克雷莫纳著名的弦乐器制造世家，与斯特拉迪瓦里家族齐名。创始人安德烈亚·瓜尔内里,andrea guarneri,作曲家与音乐人物,True,no_exact_match
1287,《黎明》奏鸣曲,«АВРОРА»,,,音乐作品,True,no_exact_match
1288,《阿依达》,«АИДА»,"《阿依达》。опера Дж. Верди, сочинённая в 1870 г.",по заказу египетского правительства,音乐作品,True,no_exact_match
1289,《少年曲集》,«АЛЬБОМ ДЛЯ ЮНОШЕСТВА»,《少年曲集》。сборник фортепианных пьес Р. Шумана,соч. 1848 г.,音乐作品,True,no_exact_match
1290,《英国组曲》,«АНГЛИЙСКИЕ СЮИТЫ»,,,音乐作品,True,no_exact_match
1291,《热情》奏鸣曲,«АППАССИОНАТА»,,,音乐作品,True,no_exact_match
1292,《阿拉贡霍塔》,«АРАГОНСКАЯ ХОТА»,《阿拉贡霍塔》。оркестровая пьеса М. Глинки,,音乐作品,True,no_exact_match
1293,《阿斯科利德的坟墓》,«АСКОЛЬДОВА МОГИЛА»,《阿斯科利德的坟墓》。опера А. Н. Верстовского,,音乐作品,True,no_exact_match
1296,《幻想圆舞曲》,«ВАЛЬС-ФАНТАЗИЯ»,,,音乐作品,True,no_exact_match
1297,《华沙之歌》,«ВАРШАВЯНКА»,,,音乐作品,True,no_exact_match
1298,《匈牙利（吉普赛）音阶》,«ВЕНГЕРСКАЯ» («ЦЫГАНСКАЯ») ГАММА,《匈牙利,吉普赛,音乐作品,True,no_exact_match
1299,《四季》,«ВРЕМЕНА ГОДА»,《四季》。фортепианный цикл П. И. Чайковского,,音乐作品,True,no_exact_match
1300,《你们壮烈牺牲》,«ВЫ ЖЕРТВОЮ ПАЛИ»,《你们壮烈牺牲》。русская революционная песня,,音乐作品,True,no_exact_match
1302,《英雄交响曲》,«ГЕРОИЧЕСКАЯ СИМФОНИЯ»,,,音乐作品,True,no_exact_match
1303,《世界民主青年颂》,«ГИМН ДЕМОКРАТИЧЕСКОЙ МОЛОДЁЖИ МИРА»,《世界民主青年颂》。песня Л. Книппера,на слова л. ошанина,音乐作品,True,no_exact_match
1304,《恶魔》,«ДЕМОН»,《恶魔》。опера А. Рубинштейна,,音乐作品,True,no_exact_match
1306,《儿童音乐》,«ДЕТСКАЯ МУЗЫКА»,,,音乐作品,True,no_exact_match
1308,《儿童角落》,«ДЕТСКИЙ УГОЛОК»,《儿童角落》。фортепианная сюита К. Дебюсси,,音乐作品,True,no_exact_match
1310,《火鸟》,«ЖАР-ПТИЦА»,"《火鸟》。балет И. Стравинского, созданный в 1909 г.",либретто м. фокина,音乐作品,True,no_exact_match
1311,《苦役折磨》,«ЗАМУЧЁН ТЯЖЕЛОЙ НЕВОЛЕЙ»,《苦役折磨》。русская революционная песня,,音乐作品,True,no_exact_match
1313,《灰姑娘》,«ЗОЛУШКА»,《灰姑娘》。балет С. Прокофьева,,音乐作品,True,no_exact_match
1315,《西班牙随想曲》,«ИСПАНСКОЕ КАПРИЧЧИО»,,,音乐作品,True,no_exact_match
1316,《意大利随想曲》,«ИТАЛЬЯНСКОЕ КАПРИЧЧИО»,,,音乐作品,True,no_exact_match
1318,《钟》,«КАМПАНЕЛЛА»,《钟》。название музыкальной пьесы,,音乐作品,True,no_exact_match
1320,《图画展览会》,«КАРТИНКИ С ВЫСТАВКИ»,,,音乐作品,True,no_exact_match
1321,《姆岑斯克县的麦克白夫人》,«КАТЕРИНА ИЗМАЙЛОВА»,《姆岑斯克县的麦克白夫人》。опера Д. Шостаковича,,音乐作品,True,no_exact_match
1322,《喀秋莎》,«КАТЮША»,,,音乐作品,True,no_exact_match
1324,《古典交响曲》,«КЛАССИЧЕСКАЯ СИМФОНИЯ»,,,音乐作品,True,no_exact_match
1326,《科文特花园》,«КОВЕНТ-ГАРДЕН»,,,音乐作品,True,no_exact_match
1327,《科拉·布留农》,«КОЛА БРЮНЬОН»,《科拉·布留农》。опера Д. Кабалевского,,音乐作品,True,no_exact_match
1328,《尼伯龙根的指环》,«КОЛЬЦО НИБЕЛУНГА»,,,音乐作品,True,no_exact_match
1329,《斯卡拉》,«ЛА СКАЛА»,,,音乐作品,True,no_exact_match
1330,《天鹅湖》,«ЛЕБЕДИНОЕ ОЗЕРО»,,,音乐作品,True,no_exact_match
1332,《罗恩格林》,«ЛОЭНГРИН»,,,音乐作品,True,no_exact_match
1333,《月光奏鸣曲》,«ЛУННАЯ СОНАТА»,,,音乐作品,True,no_exact_match
1334,《曼弗雷德》,«МАНФРЕД»,,,音乐作品,True,no_exact_match
1335,《马赛曲》,«МАРСЕЛЬЕЗА»,《马赛曲》。французская революционная песня,с 1879 г. — государственный гимн франции,音乐作品,True,no_exact_match
1336,《大都会歌剧院》,«МЕТРОПОЛИТЕН-ОПЕРА»,,,音乐作品,True,no_exact_match
1337,《小宇宙》,«МИКРОКОСМОС»,,,音乐作品,True,no_exact_match
1338,《青年近卫军》,«МОЛОДАЯ ГВАРДИЯ»,,,音乐作品,True,no_exact_match
1339,《我的祖国》,«МОЯ РОДИНА»,,,音乐作品,True,no_exact_match
1340,《未完成交响曲》,«НЕОКОНЧЕННАЯ СИМФОНИЯ»,《未完成交响曲》。название,,音乐作品,True,no_exact_match
1341,《马德里之夜》,«НОЧЬ В МАДРИДЕ»,《马德里之夜》。оркестровая пьеса М. Глинки,,音乐作品,True,no_exact_match
1342,《荒山之夜》,«НОЧЬ НА ЛЫСОЙ ГОРЕ»,,,音乐作品,True,no_exact_match
1343,《悲壮清唱剧》,«ПАТЕТИЧЕСКАЯ ОРАТОРИЯ»,《悲壮清唱剧》。название оратории Г. Свиридова,,音乐作品,True,no_exact_match
1344,《悲怆交响曲》,«ПАТЕТИЧЕСКАЯ СИМФОНИЯ»,《悲怆交响曲》。название Шестой симфонии П. Чайковского,си минор,音乐作品,True,no_exact_match
1345,《悲怆奏鸣曲》,«ПАТЕТИЧЕСКАЯ СОНАТА»,,,音乐作品,True,no_exact_match
1346,《培尔·金特》,«ПЕР ГЮНТ»,,,音乐作品,True,no_exact_match
1347,《祖国之歌》,«ПЕСНЯ О РОДИНЕ»,,,音乐作品,True,no_exact_match
1348,《彼得与狼》,«ПЕТЯ И ВОЛК»,,,音乐作品,True,no_exact_match
1350,《沿山谷沿山岗》,«ПО ДОЛИНАМ И ПО ВЗГОРЬЯМ»,,,音乐作品,True,no_exact_match
1351,《莫斯科郊外的晚上》,«ПОДМОСКОВНЫЕ ВЕЧЕРА»,,,音乐作品,True,no_exact_match
1352,《原野》,«ПОЛЮШКО»,《原野》。популярная песня,,音乐作品,True,no_exact_match
1353,《前奏曲》（李斯特）,«ПРЕЛЮДЫ»,《前奏曲》,李斯特,音乐作品,True,no_exact_match
1354,《被出卖的新娘》,«ПРОДАННАЯ НЕВЕСТА»,《被出卖的新娘》。опера Б. Сметаны,,音乐作品,True,no_exact_match
1355,《告别交响曲》,«ПРОЩАЛЬНАЯ СИМФОНИЯ»,《告别交响曲》。название 45-й симфонии,фа-диез минор,音乐作品,True,no_exact_match
1356,《雷蒙达》,«РАЙМОНДА»,《雷蒙达》。балет А. Глазунова,,音乐作品,True,no_exact_match
1357,《莫斯科河上的黎明》,«РАССВЕТ НА МОСКВЕ-РЕКЕ»,,,音乐作品,True,no_exact_match
1358,《弄臣》,«РИГОЛЕТТО»,《弄臣》。опера Дж. Верди,,音乐作品,True,no_exact_match
1359,《罗密欧与朱丽叶》,«РОМЕО И ДЖУЛЬЕТТА»,《罗密欧与朱丽叶》。балет С. Прокофьева,,音乐作品,True,no_exact_match
1360,《水仙女》,«РУСАЛКА»,,,音乐作品,True,no_exact_match
1363,《神圣的战争》,«СВЯЩЕННАЯ ВОЙНА»,《神圣的战争》。популярная песня,,音乐作品,True,no_exact_match
1364,《塞维利亚的理发师》,«СЕВИЛЬСКИЙ ЦИРЮЛЬНИК»,《塞维利亚的理发师》。опера Дж. Россини,,音乐作品,True,no_exact_match
1366,《同志们勇敢前进》,"«СМЕЛО, ТОВАРИЩИ, В НОГУ»",《同志们勇敢前进》。русская революционная песня,,音乐作品,True,no_exact_match
1368,《苏联音乐》（杂志）,«СОВЕТСКАЯ МУЗЫКА»,《苏联音乐》,杂志,音乐作品,True,no_exact_match
1369,《斯巴达克斯》,«СПАРТАК»,《斯巴达克斯》。балет А. Хачатуряна,,音乐作品,True,no_exact_match
1370,《睡美人》,«СПЯЩАЯ КРАСАВИЦА»,《睡美人》。балет П. Чайковского,,音乐作品,True,no_exact_match
1371,《受难曲》,«СТРАСТИ» («ПАССИОНЫ»),,,音乐作品,True,no_exact_match
1372,《静静的顿河》,«ТИХИЙ ДОН»,《静静的顿河》。опера И. Дзержинского,,音乐作品,True,no_exact_match
1373,《特列帕克》,«ТРЕПАК»,《特列帕克》。русский народный танец,,音乐作品,True,no_exact_match
1374,《幻想交响曲》,«ФАНТАСТИЧЕСКАЯ СИМФОНИЯ»,《幻想交响曲》。название симфонии Г. Берлиоза,,音乐作品,True,no_exact_match
1375,《浮士德》,«ФАУСТ»,《浮士德》。опера Ш. Гуно,,音乐作品,True,no_exact_match
1376,《法国组曲》,«ФРАНЦУЗСКИЕ СЮИТЫ»,,,音乐作品,True,no_exact_match
1377,《霍万希纳》,«ХОВАНЩИНА»,,,音乐作品,True,no_exact_match
1378,《六人团》,«ШЕСТЁРКА»,《六人团》。название,,音乐作品,True,no_exact_match
1379,《天方夜谭》,«ШЕХЕРАЗАДА»,,,音乐作品,True,no_exact_match
1380,《胡桃夹子》,«ЩЕЛКУНЧИК»,《胡桃夹子》。балет П. Чайковского,,音乐作品,True,no_exact_match
1383,音乐会小品,концертштюк,,,音乐作品,True,no_exact_match
1384,阿曼塔,аманта,阿曼塔。см. Фактура. АМАТИ Никколо,1596—1684,舞蹈体裁,True,no_exact_match
1385,阿勒曼德舞曲,аллеманда,阿勒曼德舞曲。танец,,舞蹈体裁,True,no_exact_match
1387,波莱罗舞曲,болеро,波莱罗舞曲。испанский народный танец,,舞蹈体裁,True,no_exact_match
1390,戈帕克舞曲,гопак,戈帕克,гопак/hopak,舞蹈体裁,True,no_exact_match
1391,吉格舞曲,жига,吉格,жига/jig,舞蹈体裁,True,no_exact_match
1392,卡德里尔舞,кадриль,卡德里尔,кадриль/quadrille,舞蹈体裁,True,no_exact_match
1393,连德勒舞曲,лендлер,连德勒舞曲。австрийский крестьянский танец,,舞蹈体裁,True,no_exact_match
1394,吕尔舞曲,лур,,,舞蹈体裁,True,no_exact_match
1395,帕凡舞曲,павана,帕凡,павана/pavane,舞蹈体裁,True,no_exact_match
1396,波尔卡,полька,,,舞蹈体裁,True,no_exact_match
1397,波尔卡-玛祖卡,полька-мазурка,波尔卡-玛祖卡。бальный танец,,舞蹈体裁,True,no_exact_match
1398,萨拉班德舞曲,сарабанда,萨拉班德,сарабанда/sarabande,舞蹈体裁,True,no_exact_match
1399,塞吉迪亚舞曲,сегидилья,塞吉迪亚,сегидилья/seguidilla,舞蹈体裁,True,no_exact_match
1400,西西里纳舞曲,сицилиана,,,舞蹈体裁,True,no_exact_match
1401,塔兰泰拉舞曲,тарантелла,塔兰泰拉舞曲。итальянский народный танец,название происходит от города таранто на юге италии,舞蹈体裁,True,no_exact_match
1402,凡丹戈舞曲,фанданго,凡丹戈,фанданго/fandango,舞蹈体裁,True,no_exact_match
1403,法朗多拉舞曲,фарандола,法朗多拉舞曲。провансальский народный танец,прованс — область на юге франции,舞蹈体裁,True,no_exact_match
1404,哈巴涅拉舞曲,хабанера,哈巴涅拉,хабанера/habanera,舞蹈体裁,True,no_exact_match
1406,霍塔舞曲,хота,霍塔舞曲。испанский народный танец,,舞蹈体裁,True,no_exact_match
1407,恰尔达什舞曲,чардаш,恰尔达什,чардаш/csárdás,舞蹈体裁,True,no_exact_match
1409,苏格兰舞曲,экосез,苏格兰舞曲。шотландский народный танец,название по-французки — écossaise — шотландская,舞蹈体裁,True,no_exact_match
1410,反复记号（沃尔塔）,вольта,沃尔塔,вольта/volta,舞蹈体裁,True,no_exact_match
1411,加洛普舞,галоп,加洛普,галоп/galop,舞蹈体裁,True,no_exact_match
1412,加亚尔达舞曲,гальярда,加亚尔达,гальярда/gagliarda,舞蹈体裁,True,no_exact_match
1414,乡村舞曲,контрданс,英国乡村舞蹈,контрданс/country dance,舞蹈体裁,True,no_exact_match
1415,克拉科维亚克,краковяк,,,舞蹈体裁,True,no_exact_match
1416,库朗特,куранта,库朗特。танец,,舞蹈体裁,True,no_exact_match
1417,库亚维亚克,куявяк,库亚维亚克。польский народный танец,куявяки — жители куявии; отсюда и название танца,舞蹈体裁,True,no_exact_match
1418,列兹金卡,лезгинка,列兹金卡，高加索各民族,列兹金人、车臣人、格鲁吉亚人等,舞蹈体裁,True,no_exact_match
1419,马拉盖尼亚,малагенья,马拉盖尼亚。испанский народный танец,название происходит от области малага в испании,舞蹈体裁,True,no_exact_match
1420,木卡姆,мугам,木卡姆。вокально-инструментальный жанр,,舞蹈体裁,True,no_exact_match
1421,民间舞蹈,народные танцы,民间舞蹈。танцы,,舞蹈体裁,True,no_exact_match
1422,奥别列克,оберек,,,舞蹈体裁,True,no_exact_match
1423,里戈东,ригодон,,,舞蹈体裁,True,no_exact_match
1425,帕斯皮耶,паспье,,,舞蹈体裁,True,no_exact_match
1426,歌曲,песня,歌曲。одна из форм вокальной музыки,,音乐风格与流派,True,no_exact_match
1452,比德迈尔风格,бидермейер,,,音乐风格与流派,True,no_exact_match
1455,现实主义,реализм,现实主义。правдивое отражение жизни в искусстве,от латинского realis — вещественный,音乐风格与流派,True,no_exact_match
1456,浪漫主义,романтизм,,,音乐风格与流派,True,no_exact_match
1458,布里梅,буриме,布里梅。см. Римы. БУРЛЮК Давид Давидович,1882—1967,音乐风格与流派,True,no_exact_match
1461,印象主义,импрессионизм,,,音乐风格与流派,True,no_exact_match
1462,轻音乐,легкая музыка,轻音乐。музыка,,音乐风格与流派,True,no_exact_match
1503,起唱,запев,起唱。начало хоровой песни,,俄罗斯声乐学派与民族音乐,True,no_exact_match
1506,歌调,попевка,短歌/旋律型,попевка/popevka,俄罗斯声乐学派与民族音乐,True,no_exact_match
1509,作品编号,опус,作品编号。термин,,音乐机构与演出,True,no_exact_match
1510,学院,академия,学院。название различного рода обществ,,音乐机构与演出,True,no_exact_match
1511,演出聘约,ангажемент,,,音乐机构与演出,True,no_exact_match
1512,歌舞团,ансамбль песни и пляски,歌舞团。большой исполнительский коллектив,,音乐机构与演出,True,no_exact_match
1514,听众,аудитория,听众。слушатели,,音乐机构与演出,True,no_exact_match
1515,拜罗伊特节日剧院,байройтский театр,,,音乐机构与演出,True,no_exact_match
1516,别利亚耶夫小组,беляевский кружок,,,音乐机构与演出,True,no_exact_match
1517,免费音乐学校,бесплатная музыкальная школа,,,音乐机构与演出,True,no_exact_match
1518,音乐学院,консерватория,,,音乐机构与演出,True,no_exact_match
1519,音乐专科学校,музыкальное училище,,,音乐机构与演出,True,no_exact_match
1520,音乐比赛,музыкальные конкурсы,音乐比赛。соревнования музыкантов,,音乐机构与演出,True,no_exact_match
1521,音乐节,фестивали музыкальные,音乐节。цикл концертов или спектаклей,,音乐机构与演出,True,no_exact_match
1523,儿童音乐学校,детская музыкальная школа,儿童音乐学校。учебное заведение,,音乐机构与演出,True,no_exact_match
1524,评审委员会,жюри,评审委员会。комиссия,,音乐机构与演出,True,no_exact_match
1525,共和国功勋集体,заслуженный коллектив республики,共和国功勋集体。почётное звание,,音乐机构与演出,True,no_exact_match
1529,音乐体系,музыкальная система,音乐体系。ряд музыкальных звуков,,音乐教育与理论,True,no_exact_match
1588,和弦式织体,аккордовый склад,和弦式织体。способ изложения музыкальной ткани,,音乐教育与理论,True,no_exact_match
1591,配器,инструментовка,,,音乐教育与理论,True,no_exact_match
1594,配器法,оркестровка,,,音乐教育与理论,True,no_exact_match
1595,改编曲,транскрипция,,,音乐教育与理论,True,no_exact_match
1596,组合,группировка,,,音乐教育与理论,True,no_exact_match
1597,演绎,интерпретация,,,音乐教育与理论,True,no_exact_match
1598,作曲,композиция,作曲。сочинение музыки,,音乐教育与理论,True,no_exact_match
1599,旋律装饰音型,мелодическая фигурация,旋律装饰音型。мелодическое движение голосов,,音乐教育与理论,True,no_exact_match
1600,旋律位置,мелодическое положение,旋律位置。термин,,音乐教育与理论,True,no_exact_match
1601,音乐学,музыкознание,音乐学。наука о музыке,,音乐教育与理论,True,no_exact_match
1644,阿纳克里翁体诗,анакреонтическая поэзия,阿纳克里翁体诗。поэзия,,音乐教育与理论,True,no_exact_match
1646,泵阀弹簧片,пин,泵阀弹簧片。деталь вентиля помповой системы,,音乐教育与理论,True,no_exact_match
1647,噪音,шумовой звук,"噪音。звук, не имеющий",в отличие от музыкального,音乐教育与理论,True,no_exact_match
1648,泛音,обертоны (гармонические),泛音。призвуки,,音乐教育与理论,True,no_exact_match
1649,编配,обработка,,,音乐教育与理论,True,no_exact_match
1650,经过句,пассаж,经过句。небольшая музыкальная фраза,,音乐教育与理论,True,no_exact_match
1651,音乐文献学,музыкальная литература,音乐文献学。учебная дисциплина,,音乐教育与理论,True,no_exact_match
1653,练习（技术训练）,упражнения,练习,技术训练,音乐教育与理论,True,no_exact_match
1654,视奏,чтение с листа,,,音乐教育与理论,True,no_exact_match
1655,基本乐理,элементарная теория музыки,基本乐理。учебная дисциплина,,音乐教育与理论,True,no_exact_match
1656,走音,детонирование,走音。фальшивое,,音乐教育与理论,True,no_exact_match
1658,音乐史,история музыки,,,音乐教育与理论,True,no_exact_match
